"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"

        
    "
"2786797" "广州" "移动互联网,其他" "南方＋客户端" "50-150人" "成长型(不需要融资)" "本科" "3-5年" "数据挖掘工程师" "13k-26k" "
        职位描述：
        
        岗位职责： 1、根据产品需求，完成对数据的清洗以及数据统计分析工作； 2、应用机器学习，语义分析，统计预测建模等前沿技术分析和挖掘海量内容和行为数据； 3、参与大数据预测模型的产品设计，技术架构设计，搭建与开发； 4、进行语义理解，信息抽取，统计，分类，检索和推荐系统等产品的研发。任职资格： 1、熟悉常见的数据挖掘相关知识和机器学习具体实施方法； 2、熟悉Linux开发环境，熟悉Hadoop、Spark等大数据计算平台； 3、3年以上工作经验，有大规模数据分析、挖掘、建模相关工作经验； 4、有深厚的概率与数理统计基础者优先。税前年薪（万元）：20-40
        
    "
"2087638" "北京" "移动互联网,O2O" "美团点评" "2000人以上" "成熟型(D轮及以上)" "硕士" "3-5年" "数据挖掘高级工程师" "20k-40k" "
        职位描述：
        
        工作职责：1.用户行为数据挖掘，建立排序点击调权模型，提升系统转化率。2.对接业务需求，负责排序特征工程，建立排序学习模型。3.建立排序学习离线效果评估和线上效果验证的方案。工作要求：1.熟悉常用的数据挖掘算法，对排序场景下的机器学习算法有深刻理解，和丰富的应用经验。2.熟悉常用的排序效果离线评估方案，对排序在线效果对比评估有分析经验。3.熟悉常用的设计模式，代码整洁。4.优秀的解决实际问题的能力和良好的学习习惯。

        
    "
"1835562" "北京" "金融" "通联数据" "150-500人" "成长型(不需要融资)" "本科" "不限" "数据挖掘（实习生）" "4k-5k" "
        职位描述：
        
        工作职责:1. 利用机器学习和 NLP技术从海量异构数据中进行有价值金融信息的挖掘和整合；2. 分析和挖掘海量结构化数据中的规律，有效的预测金融数据变化趋势；任职条件:1. 能熟练使用Java或C/C++ 编程；计算机基础知识扎实，编程能力强，数据结构和算法知识熟练；2. 熟悉自然语言处理、机器学习；3. 有相关实习经验者，有加分；4. 思路清晰， 善于抽象，学习能力强；5. 积极进取，有上进心；6. 至少实习三到六个月，每周至少工作4天。
        
    "
"2393596" "深圳" "移动互联网,企业服务" "日立咨询中国研发中心" "150-500人" "成长型(不需要融资)" "大专" "5-10年" "高级数据挖掘工程师" "18k-28k" "
        职位描述：
        
        岗位职责:1. 熟悉python、R、SAS的分析服务器架构及相关分布式计算框架（Spark、tensorflow），具备架构设计和搭建能力。2. 有2+年的Python、R、SAS、scala、java的开发经验。3. 有1+年的数据分析挖掘经验。4.了解一种或多种数据库：MySQL、Oracle、NoSQL（MongoDB/Redis、hive/hbase）；
        
    "
"1224389" "杭州" "信息安全,数据服务" "胄天科技" "50-150人" "上市公司" "硕士" "1-3年" "数据挖掘" "8k-15k" "
        职位描述：
        
        工作职责：
1.  参与公司产品算法部分的需求分析；
2.  负责算法部分的模型建立和程序实现；
3.  负责算法与开发工程师的接口沟通与对接；
4.  负责算法效率的调优。
岗位要求：
1、计算机、数学相关专业本科以上学历；
2、精通信号处理、信号分析、统计分析；
3、熟悉常见的机器学习算法；
4、熟悉Python脚本开发语言，熟悉Linux平台优先；
5、优秀的分析问题和解决问题的能力，强大的自我驱动和目标导向。

        
    "
"2733768" "北京" "金融" "京东金融" "2000人以上" "上市公司" "本科" "5-10年" "数据挖掘算法工程师" "25k-50k" "
        职位描述：
        
        工作职责:
1.负责数据的清洗、去噪和特征提取工作；
2.负责风控的数据挖掘，利用机器学习方法，建立反欺诈模型、信用评分模型和风险定价模型；
3.负责风控数据的统计分析，发掘数据中包含的风险指标，为产品运营提供决策支持；
4.参与风控平台建设。
岗位要求:
1.大学本科及以上学历，统计学、数学、计算机等相关专业优先；良好的数学基础，扎实的数据挖掘功底，熟悉常用的机器学习算法；
2.有大数据风控、反欺诈方面工作经验者优先；
3.有丰富的python编程经验，熟悉Spark、Hadoop等平台，能熟练使用hive；
4.较强的分析问题和解决问题的能力。

        
    "
"1572826" "北京" "数据服务" "集奥聚合（GEO）" "150-500人" "成长型(B轮)" "硕士" "3-5年" "数据挖掘" "18k-30k" "
        职位描述：
        
        岗位职责
1. 了解客户需求，对数据分析产品进行总体架构设计。 
2. 根据需求对核心算法进行优化。
3. 对特定主题进行建模，解决实际问题。 
任职要求
1. 统计学、数学或计算机专业硕士及以上；3年以上数据挖掘工作经验。 
2. 对数据有敏锐的感觉，善于思考和发现；
3. 对机器学习、文本挖掘、自然语言识别、网络爬虫相关技术有深入的认识； 
4. 了解常用的数据分析工具，Hadoop、Hive、Storm及MySQL等分析实践经验；
5. 具有互联网广告行业经历优先；
6. 有电信运营商数据分析经验优先。

        
    "
"2758324" "杭州" "数据服务" "橙鹰" "50-150人" "成长型(不需要融资)" "本科" "3-5年" "数据挖掘工程师" "20k-35k" "
        职位描述：
        
        1.根据行业、项目、客户的实际情况，挖掘业务需求并清楚的梳理数据情况，通过智能模型的建设更高效的解决用户问题；
2.根据客户需求及行业特点，提炼共性特征，研发适合大数据公共安全治理的算法、模型，更好的提升产品的竞争力；
3.根据算法的发展需求，推进相关数据技术、产品的发展；
职位要求：
1. 本科以上学历，统计学、计算机科学、数学等相关专业，扎实的统计学、数据挖掘、机器学习理论基础；
2. 具有丰富的数据建模实践经验，3年以上相关工作经验； 
3. 扎实的编程基础，精通至少一门编程语言；熟悉R语言优先； 
4. 熟练掌握Hive\SQL； 拥有海量数据处理经验者优先，熟悉Hadoop优先； 
5. 熟悉互联网安全或公共安全，对数据及风险有敏感度，优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的问题； 
6. 能够积极创新， 乐于面对挑战， 负责敬业。
        
    "
"2530665" "深圳" "移动互联网" "印孚瑟斯" "2000人以上" "上市公司" "大专" "5-10年" "数据挖掘" "25k-50k" "
        职位描述：
        
        岗们职责：
–匹配业务场景，使用机器学习、文本挖掘等技术，设计数据建模（模型/算法）解决方案，对业务数据进行分析和建模，并负责各类数据挖掘模型的开发、应用、监控优化，支撑公司数据挖掘课题落地。
–开展数据挖掘分析算法/工具研究工作，研发创新方法解决业务问题，并组织相应方法／工具的引入，技术规范制定和推广。
职位要求：
1、熟悉数理统计、机器学习具体实施方法；
2、擅长常用统计，如线性回归、逻辑回归、时间序列、聚类及神经网络等
3、熟悉R、Python、SAS；熟练使用SAS/SPSS/R/Matlab；掌握Hadoop、spark、storm；
4、能有效完成报告呈现和数据解读；
5、海量数据处理和挖掘经验者优先；

        
    "
"2459118" "上海" "信息安全,移动互联网" "上海银硕" "50-150人" "初创型(未融资)" "本科" "不限" "数据挖掘" "6k-12k" "
        职位描述：
        
        岗位职责：
1、负责数据统计分析，建立分析模型，撰写分析报告。
2、负责银行客户行为数据建模，分析用户行为，形成数据分析报告。
3、执行相关项目数据预测、降维、聚类等技术支持，建立分析模型
4、设计数据搜集字段、建立数据体系。
5、完成项目要求的各项数据分析。
岗位要求：
1、本科及以上学历，统计学、数学及相关专业； 
2、热爱数据分析和数据挖掘工作，对数据敏感，较强的文字功底；
3、具备数据分析的经验和技巧。
4、熟练使用R、Pandas、Excel等各种分析工具软件；
5、从事过银行业统计和数据分析工作者优先。
 

        
    "
"2731008" "北京" "移动互联网" "金山办公软件" "2000人以上" "上市公司" "不限" "不限" "数据挖掘开发工程师" "15k-30k" "
        职位描述：
        
        【职位描述】
1.对产品用户行为数据的分析挖掘，协助构建用户数据模型，研究互联网产品，用户变化，用以支持各项决策。
2. 因项目研发需要而赋予的其他工作职责。
【任职资格】
1、具备扎实的数学和计算机科学功底，以及坚实的数据挖掘和机器学习理论基础2、具有扎实的数据结构和算法功底，掌握C/C++/Python/R/Java等至少一门高级编程语言
3、熟悉hadoop/hbase/hive/mpi任意一项技术，精通MR编程，有源代码阅读经验者优先4、具备良好的逻辑分析能力和解决实际问题的能力5、有成功的数据挖掘应用经验优先
6、2年以上工作经验

        
    "
"2570460" "广州" "移动互联网" "荔枝FM" "150-500人" "成熟型(C轮)" "本科" "3-5年" "高级数据挖掘工程师" "10k-20k" "
        职位描述：
        
        岗位职责：1. 对有声内容进行个性化推荐，提升推荐的准确度；2. 抽取对推荐有用的声音特征，并应用于推荐系统；3. 参与机器学习、深度学习算法模型工程化和服务化。岗位要求：1. 有深厚的数据挖掘相关的理论基础和工作经验；2. 有一定的声学基础，熟悉深度学习等前沿的机器学习算法；3. 熟悉 Java/Python语言编程, 熟悉 Linux/Shell等应用场景；4. 有语音识别、推荐系统、反垃圾、反作弊、搜索等方面的工作经验优先；5. 熟悉hadoop、hive、spark、mapreduce优先；6、有基于deeplearning4j/tensorflow/mxnet/caffe研发深度学习算法经验者优先。
        
    "
"2217397" "上海" "金融,移动互联网" "银汇" "2000人以上" "成熟型(不需要融资)" "硕士" "1-3年" "数据挖掘" "25k-45k" "
        职位描述：
        
        岗位描述：
从大数据中挖掘用户本质属性，并分析用户行为和个性化需求。 
 不断挖掘新的用户属性数据并据此产生创新的应用。 
 应用先进的统计建模、数据挖掘、机器学习方法建立数据模型解决实际问题，并研发创新方法以解决常规算法不能解决的问题。 
 与业务部门沟通合作，将数据模型应用于实际业务。

岗位要求：
硕士以上学历，博士优先。统计学、计算机科学、数学等相关专业。扎实的统计学、数据挖掘、机器学习理论基础。 
 具有丰富的数据建模实践经验，2年以上相关工作经验。 
 扎实的编程基础，精通至少一门编程语言。熟悉R语言优先。 
 有电商、社交、传统行业、金融等垂直行业数据经验优先。 
 拥有海量数据处理经验者优先，熟悉Hadoop优先。 
 具有良好的商业敏感度和优秀的数据分析技能。 能够开发创新而实际的分析方法以解决复杂的商业问题。 
 擅长与商业伙伴的交流沟通，具有优秀的报告讲解能力及沟通能力。 
 能够积极创新， 乐于面对挑战， 负责敬业。 
 优秀的团队合作精神；诚实，勤奋，严谨


        
    "
"2385871" "北京" "移动互联网,O2O" "更美APP" "150-500人" "成熟型(C轮)" "本科" "不限" "高级数据挖掘工程师" "15k-30k" "
        职位描述：
        
        工作职责：

1. 设计、开发以及实现风险控制模型；

2. 从海量数据中提取关键信息，挖掘有效特征；

3. 分析数据变化趋势，并及时与相关部门沟通；

4. 定期发布数据分析报告，和业务部门Review并预警可能的风险；

5. 与开发团队合作，在数据平台上实现预测和分析模型；

6. 带领和协调同事共同完成数据策略系统的优化和改进。

职位要求：

1. 有很强的动手能力，可以写代码或脚本解决问题；

2. 具备较强的分析和处理问题的能力，可以综合各数据源并从中得出有价值的信息；

3. 有处理海量数据、多格式数据的经验，有实现过数据驱动的解决方案经验者优先；

4. 熟悉常用的数据挖掘分析工具，例如SQL、SAS、R、Python等。了解Spark者优先；

5. 有金融机构风险和现金管理，反欺诈，决策管理等经验者优先；

6. 熟悉各种机器学习统计学习算法者优先；

7. 有统计学、数据挖掘、应用数学类专业背景，硕士博士为佳

        
    "
"2779275" "深圳" "移动互联网,教育" "有伴科技" "50-150人" "成长型(B轮)" "本科" "3-5年" "数据挖掘工程师" "20k-25k" "
        职位描述：
        
        岗位描述：
1、参与公司核心业务策略设计，开展多维度业务分析工作；
2、通过数据挖掘，进行客户画像、市场大盘分析、产品资源分析等工作，寻找改进点与创新点，制定业务策略建议；
3、从不同视角发掘产品潜力，推动产品改进；
4、在日常工作中，处理反馈各类相关需求。


岗位要求：
1、统计学，应用数学，计算机相关专业本科（含）以上学历，研究生及以上学历优先；
2、2年以上相关互联网经验，Unix/Linux操作系统下的C/C++项目开发经验，数据大数据工具优先；
3、有数据分析及建模相关经验，如：客户画像、战略规划、商业变现分析等经验者优先；
4、可熟练使用Python、Axure、SQL、Excel、PPT、SPSS等工具者优先，独立编写数据分析报告并完成产品设计；
5、良好的沟通交流能力，较好的逻辑分析能力，具备敏锐的商业嗅觉，对数字敏感。

        
    "
"2698771" "北京" "电子商务" "京东商城" "2000人以上" "上市公司" "本科" "3-5年" "中高级数据挖掘工程师" "30k-50k" "
        职位描述：
        
        1、利用机器学习/数据挖掘/文本分析等相关算法，进行商品审查相关的建模及算法研究；2、智能化商品审查平台的技术架构、设计、搭建与建模；3、结合业务需求，对数据进行深度分析，为运营和决策提供数据支持，行业研究报告及产品规划建议；4、分析并解决语义理解，信息抽取、统计、分类等产品问题。

任职要求：1、本科以上学历，计算机相关专业，3年以上相关工作经验；2、丰富的机器学习/数据挖掘/NLP相关背景，熟悉常见的数据挖掘及机器学习算法，有深度学习相关经验优先；3、扎实的计算机水平及编程能力，对数据结构和算法设计有深刻的理解，有hadoop/spark/hive大数据相关经验优先；4、熟悉数理统计知识，熟悉常见的数据分布及特点；5、善于学习及沟通，优秀的逻辑思维和独立思考能力，对数据敏感，对解决具有挑战性问题充满激情。
        
    "
"2715338" "北京" "移动互联网,O2O" "美团点评" "2000人以上" "成熟型(D轮及以上)" "本科" "3-5年" "​地图数据挖掘工程师" "20k-35k" "
        职位描述：
        
        
美团外卖是美团O2O战略的重要支柱之一，我们的使命是“把世界送到消费者手中”。美团外卖用三年的时间日单量突破900万，居外卖行业第一，在这个过程中，技术团队扮演了一个至关重要的角色，为支撑业务发展打下了坚实的基础。同时 ，外卖行业还处在很早期，业务飞速发展、用户不断增多、产品持续迭代、技术尚不成熟。我们需要更多优秀的人才加入，一起打造强大的跨品类的O2O平台。
地图导航路径搜索是外卖面临的技术挑战之一。每一个外卖订单都需要被实时推送给附近的某个骑手，选择骑手的决策依赖于实时计算附近各个骑手的行驶距离。这需要一套精准到楼宇、楼层甚至房间号的地理位置信息、交通信息。我们将依赖于美团的3亿用户的使用数据、每天几百万订单的定位信息、以及数十万骑手APP和数百万商家APP的实时上报位置信息，做针对O2O应用的深层地理信息挖掘。
【岗位职责】：
1. 负责地图大数据相关技术创新与优化；2. 应用机器学习、数据挖掘等尖端技术，针对海量地理信息数据建模，挖掘潜在价值；3. 负责地图路径检索和地理位置检索的策略调优。
【任职要求】：
1. 计算机、数学/应用数学、地理信息系统等相关专业本科及以上学历；
2. 熟悉C/C++语言、Python、Java任意一种语言；3. 熟悉大规模数据挖掘、机器学习等相关技术；
4. 良好的逻辑思维能力，能够从海量数据中发现有价值的规律；
5. 优秀的分析和解决问题的能力，对挑战性问题充满激情；
6. 良好的团队合作精神，较强的沟通能力；
以下条件优先：
7. 有地图相关数据（数字地图、交通信息、地理位置信息）的处理和优化工作经验；8. 熟悉hadoop、storm、spark等分布式计算框架，有千万量级及以上数据量的数据处理能力。

        
    "
"2371588" "北京" "数据服务" "集奥聚合（GEO）" "150-500人" "成长型(B轮)" "本科" "5-10年" "数据挖掘工程师" "20K-40K" "
        职位描述：
        
        岗位描述： 1. 公司运营数据的整合分析，对多种数据源进行深度诊断性组合分析，挖掘、深度分析； 2. 用户行为分析研究，针对用户的多维度属性、标签和行为数据，进行潜在用户挖掘、用户细分、用户流失预警、用户生命周期分析、用户影响力分析、用户价值分析等相关用户行为研究； 3. 营销渠道分析和营销策略优化，通过数据分析，数据挖掘和建模方法，对于客户产品所投放的多个营销渠道进行目标人群选择、文案素材的对比测试、营销方案和效果的数据驱动的效果优化。 4. 其他数据挖掘或数据分析项目。 5. 能接受在甲方客户如银行，金融公司，保险公司一定时间的驻场分析建模。   岗位要求： 1. 较好的数学基础，严谨的思维逻辑。   2. 有一定的数据挖掘、数据分析项目经验。  3. 对常见数据挖掘算法，如关联挖掘，聚类算法，分类算法，回归算法有一定程度的了解，有应用经验更佳。 4. 对于常见的营销渠道、在线广告的形式和精准营销有一定了解，有应用经验更佳。 5. 熟练使用SQL类数据查询语言，如HIVE SQL，MYSQL SQL， ORCAL SQL等。 有一定脚本语言使用经验，如shell/awk/python/perl/R任选一，有SAS使用经验尤佳。
        
    "
"2327411" "北京" "电子商务" "京东" "2000人以上" "上市公司" "本科" "3-5年" "数据挖掘工程师" "20k-35k" "
        职位描述：
        
        岗位职责：1.基于对业务的理解，实现数据建模与分析；2.负责公司相关机器学习算法研究，包括目前较为流行的深度学习算法；3.运用概率统计，自然语言处理技术和数据挖掘相结合。任职要求：1.计算机，数学，统计学相关专业，本科以上学历；2.3年以上数据挖掘研发经验；3.至少熟悉java,C++,Python其中的一种开发语言；4.熟悉最优化算法，熟悉设计模式；5.良好的逻辑思维能力和数据敏感，能够从海量数据中提取有价值的数据；6.具备一定的钻研精神和持续学习的意愿。
        
    "
"2740824" "武汉" "移动互联网,游戏" "掌游科技" "50-150人" "成长型(B轮)" "大专" "3-5年" "数据挖掘分析师" "10k-18k" "
        职位描述：
        
        岗位职责：
  1、根据公司业务，对数据的收集提出需求   2、根据公司业务发展需要，协助各业务部门完成数据整理、分析与利用，提供数据收集建议和建立数据分析模型   3、能够基于数据分析得到有价值的信息，为业务发展提供策略和建议。   4、定期追踪业绩及其他关键业务指标情况，洞察到业务动作，提供决策基础。   
任职要求： 
  1、理解统计学、概率学原理，充分理解各类统计算法，能灵活应用线性回归、聚类、协同过滤、梯度下降等进行业务分析。   2、良好的数据敏感度与逻辑分析能力，能进行深度的数据信息汇总分析，提炼出有利于公司营运决策的信息。   3、熟练操作excel，常规函数、数据透视表、图表制作等，可以用ppt撰写分析报告。   4、熟练应用SPSS、Eviews软件、R、python notebook或其他统计分析软件。   5、了解至少一种数据库软件，能通过sql完成常规取数。   6、有互联网、游戏或电子商务相关行业工作经验，对数据化管理有一定的理解。  
加分项：
   1、有实际的工作经验（可展示或解说实际成果）    2、数学、统计相关专业毕业    3、熟悉hadoop或spark开发经验    4、理解大数据处理流程及相关生态    5、理解图计算、mlib    

        
    "
"2200339" "北京" "移动互联网,文化娱乐" "欢喜传媒" "50-150人" "上市公司" "本科" "3-5年" "数据挖掘" "10k-20k" "
        职位描述：
        
        工作职责：
- 产品相关的用户、运营数据的统计分析、挖掘、预测；
- 相关数据分析工具平台的研发；
- 基于用户行为的分析、建模，利用用户行为模型进行产品的评测和改进；
- 数据分析相关系统的设计、开发工作；
- 大规模用户数据挖掘开发与研究。
职位要求：
-计算机相关专业本科及以上学历；
-有海量数据处理经验；
-精通Hadoop/MapReduce/hive,有一定的hql/sql性能调优经验；
-熟悉java/Python/php/shell/c++任意一门语言及以上。有相关开发经验；
-熟悉至少一种关系型数据库，如mysql 、oracle 等；
-熟悉Linux环境以及常用命令；
-对数据结构和算法有较为深刻的理解；
-有较好的沟通交流能力,善于主动思考和行动,乐于解决具有挑战性的问题；
-有较好的逻辑思维能力，较强的抽象、概括、总结能力；
-对数据敏感、对新技术敏感、对数据产品设计有想法者优先；
-有数据挖掘，机器学习相关经历优先；
-有统计学背景或熟悉R、matlab等相关统计软件优先。
        
    "
"1185763" "北京" "移动互联网,社交网络" "新浪微博" "2000人以上" "上市公司" "本科" "3-5年" "数据挖掘" "15k-30k" "
        职位描述：
        
        工作包括但不局限于：
基于分布式计算系统的数据开发，包括离线计算和实时计算； 
对不同类型数据进行分析，数据建模，构建合理的数据架构； 
分析数据合理性，有效处理数据质量问题，改善数据质量；
深入挖掘用户内容数据，帮助技术、产品、运营提供决策辅助。


岗位要求：
有分布式计算平台开发经验，对hadoop/hive/hbase、Spark/Storm、Kafka/Scribe等至少1个开源系统能熟练应用
丰富的数据系统工程经验，熟悉常见的高并发系统架构
有数据挖掘、机器学习、自然语言处理等相关项目经验，熟悉常用开源工具包
熟悉java、c/c++等至少1种编程语言，熟悉shell、Python等至少1种常见的脚本语言

注：
只要你符合以上2点及以上，不要犹豫，直接投简历
只看2年工作经验及以上，应届生请不要投简历

        
    "
"1311193" "重庆" "移动互联网,金融" "小雨点" "50-150人" "成长型(不需要融资)" "本科" "5-10年" "数据挖掘经理" "35k-50k" "
        职位描述：
        
        数据分析经理
You’re right for this job if you have:
l A Bachelor's degree or equivalent experience, required
l 本科及同等学历
l At least 10 years of experience in an Analytics or related field
l 10年以上数据分析经验
l Advanced programming skills and the ability to write customized SAS (or other statistical tool) programs for meaningful data analysisl
l 编程娴熟，能能借助SAS（或者其他工具）进行数据分析。
l At least 4 years of experience directly managing 2 or more employees
l 4年以上2人以上团队的管理经验
l Experience working with relational databases, such as SQL
l 有类似SQL的数据库经验
l Proficiency in spreadsheet applications and advanced use of statistical applications and databases
l 精通表格的统计及数据应用。
l Advanced knowledge of statistical/econometric modeling
l 丰富的统计及经济建模经验。
l Must have strong business acumen and previous experience with process improvement as it relates to model building, automation, or other statistical methods.
l 之前有过成功经验，通过建模或者其他统计方法推动商业进展。
l Experience in project management
l 有项目管理经验
l Willingness to take a very hands-on approach to model building
l 有意愿实践建模
 
 
Kudos to you if you have:
l A Master’s degree or PhD in related field of study
l 硕士学位或者相关领域博士学位
l Experience in Analytics at a financial institution
l 有金融行业分析经验
l A strong understanding of delivering financial services through the Internet.
l 对线上金融理解透彻

        
    "
"2128065" "北京" "信息安全" "北京天融信公司" "2000人以上" "上市公司" "本科" "1-3年" "数据挖掘" "12k-24k" "
        职位描述：
        
        工作职责：1、优化现有产品中算法的功能和性能2、依据产品的新需求预研相关算法模型3、参与实现对文工作内容:1、优化现有产品中算法的功能和性能；2、依据产品的新需求预研相关算法模型；3、参与实现对文本、图片等内容芙蓉感知功能；4、参与实现对内容的高效检索功能；5、参与实现企业及内容的数据挖掘功能；6、编写相关技术文档；7、实现确定下来的相关算法；8、指导其他员工的工作；9、完成领导安排的其他任务。
任职资格：1、熟悉java、c/c++、phthon开发语言中的一种或两种；2、熟悉linux下的开发，熟悉shell等脚本语言；3、熟悉常用算法和数据结构，熟悉开源相关软件；4、熟悉计算智能相关领域（诸如：人工智能、神经网络、模式识别等）；5、熟悉自然语言处理、图像分类检索、数据挖掘、机器学习等其中的一个或多个；6、本科以上的学历，计算机相关专业，2年以上工作经验。本、图片等内容的感知功能4、参与实现对内容的高效检索功能5、参与实现企业级内容的数据挖掘功能6、编写相关技术文档7、实现确定下来的相关算法8、指导其他员工的工作9、完成领导安排的其他任务
任职要求：
1、熟练掌握linux C/C++开发2、熟悉常用算法和数据结构3、熟悉计算智能相关领域（诸如：人工智能、神经网络、模式识别等）4、熟悉自然语言处理、图像分类检索、数据挖掘等其中的一个或多个5
        
    "
"2459199" "上海" "信息安全,移动互联网" "上海银硕" "50-150人" "初创型(未融资)" "本科" "不限" "数据挖掘" "6k-12k" "
        职位描述：
        
        岗位职责：
1、负责数据统计分析，建立分析模型，撰写分析报告。
2、负责银行客户行为数据建模，分析用户行为，形成数据分析报告。
3、执行相关项目数据预测、降维、聚类等技术支持，建立分析模型
4、设计数据搜集字段、建立数据体系。
5、完成项目要求的各项数据分析。
岗位要求：
1、本科及以上学历，统计学、数学及相关专业； 
2、热爱数据分析和数据挖掘工作，对数据敏感，较强的文字功底；
3、具备数据分析的经验和技巧。
4、熟练使用R、Pandas、Excel等各种分析工具软件；
5、从事过银行业统计和数据分析工作者优先。

        
    "
"2594767" "北京" "金融,移动互联网" "北京极速云" "15-50人" "初创型(天使轮)" "本科" "3-5年" "数据挖掘工程师" "15k-30k" "
        职位描述：
        
        01. 最近三年以上数据挖掘相关工作经验 02. 熟练掌握java/python/php/go至少一种编程语言 03. 熟练掌握面向对象的编程思想 04. 熟练掌握基本的设计模式 05. 熟练掌握数学建模的思想和方法 06. 了解分布式系统开发者优先 07. 了解其它常用的编程语言者优先
高级（6年以上工作经验）：1人 中级（4年以上工作经验）：1人
        
    "
"2754601" "杭州" "金融" "金诚集团" "500-2000人" "上市公司" "硕士" "3-5年" "高级开发工程师（数据挖掘）" "15k-30k" "
        职位描述：
        
        岗位职责：
1、针对海量业务数据进行分析与挖掘，发现数据间的关联性，根据用户的线上/线下行为建立用户画像，进行精准的广告营销和个性化推荐
2、从业务和产品的角度出发，利用数据发现产品、系统或是业务的瓶颈，并提出优化的方案
3、建立各种业务逻辑模型和数学模型，帮助公司提升业务的发展
 
任职资格：
1、计算机科学，数学，统计学或数据挖掘相关专业，硕士以上学历，至少三年以上工作经验
2、至少精通Python、Scala、R、Java语言中的一种；有spark项目经验优先考虑
3、熟悉推荐算法原理，在推荐系统上有过成功的项目实践
4、熟悉机器学习算法原理，如：随机森林、决策树、GBDT、逻辑回归、贝叶斯、SVM、聚类和NLP等；在深度学习方面有过研究的优先考虑
5、有流计算(spark streaming/storm/flink)经验者优先考虑
6、对创业有激情，有较强的沟通交流能力，很强的责任心和团队精神, 自我驱动力强

        
    "
"2692122" "北京" "移动互联网,数据服务" "今日头条" "500-2000人" "成熟型(C轮)" "本科" "1-3年" "数据挖掘工程师" "25k-40k" "
        职位描述：
        
        职位职责：
1、负责网络海量数据抓取和挖掘系统的架构设计和开发
2、负责基于网络数据的用户兴趣发现核心算法设计和实现
3、负责基于网络的个性化推荐算法设计和实现
职位要求：
1、工作认真细致踏实，学习能力强，以解决技术难题为乐趣，有想法，敢于挑战
2、熟悉linux平台开发，掌握Python/C++/Java三种编程语言中的至少一种，热爱python编程
3、有网络爬虫、社交网络分析，推荐系统，机器学习等相关经验者优先
        
    "
"2753932" "昆明" "移动互联网" "基业星云" "15-50人" "初创型(未融资)" "本科" "不限" "数据挖掘工程师" "6k-10k" "
        职位描述：
        
        岗位职责：
1. 从事农业大数据的数据挖掘、数据分析的研究和开发；
2. 负责农业数据平台的数据模型设计，数据仓库开发，数据治理；
3. 应用统计建模、数据挖掘、机器学习等方法建立数据模型、生成数据报告。

任职要求：
1. 数学、统计学、计算机专业本科及以上，具有较好的统计学、数学理论基础；
2. 对数据分析及挖掘有浓厚兴趣；
3. 熟悉Java或Python等；
4. 熟悉决策树、分类、聚类、关联分析算法、多元回归等常用数据挖掘算法和统计分析方法，如果有较好的数学理论基础，本条件可以放宽；
5. 熟悉Hadoop或Spark等技术 ；
6. 熟悉网页内容抓取技术和数据采集；
7. 有较强的自主的分析问题和解决问题的能力，对数据敏感；
8. 极强的责任心、学习能力、良好的团队合作精神；
9. 熟悉开源数据挖掘、机器学习第三方库优先，如scikit-learn等；
10.对数据挖掘、机器学习技术有较深理论功底与实践经验者优先；
11.对大规模数据并行计算有实践经验者优先。

        
    "
"2689109" "福州" "电子商务,数据服务" "淘汽互联" "50-150人" "成长型(不需要融资)" "本科" "3-5年" "数据挖掘工程师" "15k-25k" "
        职位描述：
        
        岗位职责：
1、参与数据ETL和数据仓库治理；
2、参与大数据分析和挖掘，个性化推荐等系统的设计和开发；
3、负责数据挖掘、自然语言处理及预测等相关模型、算法的设计与开发；
4、参与BI等系统基础数据支撑开发；
5、参与用户画像、用户行为评分、行业指数、销售预测等功能模块的开发；
6、参与爬虫等外部相关数据爬取。
任职资格：
1. 熟悉linux平台，熟悉Java或 Python，具有良好的编程习惯和算法基础
2. 熟悉Hadoop/Hive/Spark/Storm等大数据工具与框架
3. 熟悉决策树、聚类、逻辑回归，关联分析、SVM，贝叶斯等数据挖掘算法；
4. 熟悉分析方法论包括用户行为分析、关联分析、时序建模、文本语义分析和商业预测等
5. 有较强的数据分析能力，对数字敏感，较好的逻辑思维能力和理解能力，表达思维清晰。
        
    "
"2761953" "北京" "金融,移动互联网" "LinkFace" "15-50人" "初创型(不需要融资)" "本科" "不限" "数据挖掘岗位实习生" "4k-8k" "
        职位描述：
        
        岗位职责：
负责金融方向大数据价值挖掘，用户征信，风险控制，反欺诈等模型提供算法训练和模型调优
基于多源、海量的数据，对其进行数据清洗、特征刻画、构建模型及评估，从事用户画像、社群发现、特定兴趣人群挖掘、关系链预测、等金融方向研究与应用

岗位要求：
岗位要求:计算机、数学、统计、金融等相关专业硕士及以上学历
掌握常用机器学习算法理论及运用，有深度学习背景者优先
熟练掌握及运用hadoop/spark等大数据处理框架
有复杂网络的数据挖掘经验着优先
有征信建模、反欺诈经验者优先
思维灵活，敢于创新者优先
对金融大数据感兴趣者优先


        
    "
"2716881" "北京" "移动互联网,O2O" "美团点评" "2000人以上" "成熟型(D轮及以上)" "本科" "3-5年" "地图数据挖掘工程师" "15k-30k" "
        职位描述：
        
        地图数据挖掘高级工程师
 
