"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
工作职责：
1. 调研和搭建适合O2O业务生态系统的海量轨迹和行为数据的存储、统计、分析和深度挖掘的系统架构。
2. 对O2O业务的海量轨迹和行为数据进行深度的统计和挖掘，对业务逻辑提供强有力的数据和逻辑支撑。
3. 研究和完善数据挖掘算法；结合数据挖掘、大数据分析和推荐技术，解决地图服务疑难问题，提升用户体验；
 
技能要求：
1. 计算机、数学/应用数学、地理信息系统等相关专业本科及以上学历。
2. 对计算机技术很痴迷，有高度热情和兴趣爱好，强大的自学能力。
3. 扎实的计算机专业基本功，强大的写码能力；具有较高的技术钻研能力、技术难点攻关能力，分析问题解决问题的能力。
4. 熟悉Linux平台开发，5年以上的C++或者JAVA语言使用和项目经验。
5. 熟悉一门动态语言，可以快速高效的做原型开发。
6. 熟悉hadoop、MapReduce开发，有storm/spark开发优先。
7. 熟悉常用mysql 和 redis，hbase 等Nosql工具。
8. 有大数据处理、推荐系统开发等相关经验者优先有地图和GIS行业背景优先。
9. 较强组织能力、团队合作精神、良好语言表达及沟通能力。

        
    "
"2718962" "北京" "金融,移动互联网" "马上金融" "500-2000人" "成熟型(不需要融资)" "本科" "3-5年" "数据挖掘高级工程师" "15k-25k" "
        职位描述：
        
        岗位职责：  1、通过数据挖掘技术识别用户行为，识别用户价值；  2、建立客户VIP级别管理、忠诚度管理、以及积分评价等管理体系，增加用户粘性；  3、通过对客户交互数据（语音、微信、eMail等）分析，获取客户实际诉求，不断提升客户服务体验； 
工作要求：  1. 熟悉VIP客户服务管理体系，包括VIP级别评估方案、和服务流程；  2、熟悉客户服务的话术、知识库体系，能够依据数据分析，不断优化知识库  3、对用户体验和客户服务有深刻的理解和认知，有金融领域大客户服务相关经验的优先；  4、有很强的分析问题和解决问题的能力，有强烈的责任心；  5、踏实、细心、认真，有责任心，良好的团队协作，乐于沟通交流和分享；  6、工作3年以上，统计学、计算机、数学等专业优先
        
    "
"989979" "西安" "数据服务" "美林数据" "150-500人" "上市公司" "硕士" "不限" "数据挖掘" "8k-16k" "
        职位描述：
        
        岗位要求：
1.硕士学历，具备2年及以上咨询岗相关工作经验； 
2.具有银行、证券、保险、制造、电信、电力等行业数据分析项目工作经验者优先考虑。
3.岗位技能要求(以下技能不具备的，一经录用可提供培训)： 
3.1.熟练掌握数理统计分析知识； 
3.2.熟练掌握数据挖掘各类算法特点；
3.3.熟练掌握数据库查询语言(SQL)技能； 
3.4.熟练掌握SPSS或SAS使用； 
3.5.熟练使用PowerPoint，能制作逻辑清晰，说服力强的PPT； 
3.6.熟练掌握数据分析咨询工作流程，能有效将数据分析结果应用到目标行业。
岗位职责： 
1.根据行业客户明确或不明确的需求，提出有意义的数据分析课题并实施数据分析项目； 
2.负责所属行业的知识跟踪学习、共享。

ps:此岗位的薪资无上限，依据具体情况而定.

        
    "
"2735326" "北京" "金融" "京东金融" "2000人以上" "上市公司" "本科" "不限" "数据挖掘工程师" "15k-30k" "
        职位描述：
        
        岗位职责：
1、分析与设计业务风险控制规则，建立风险识别、监控与预警机制；2、建立风险监测指标体系，对业务线进行日常监测与运营分析，提供运营分析报告；3、对可疑交易/账户进行预警分析与问题定位，提供有价值的结果，提高运营有效性；4、建设业务相关的数据库表，并能固化到指定的数据库中，提高查询效率；5、建立针对欺诈行为的风险管理策略，构建欺诈行为识别与侦测机制；6、将研究成果转化成风控规则并跟进落实，协调产品、研发、运营团队，推动风控规则与风险模型的实施。最终部署在控制决策系统中。
任职资格：
1、在如下专业领域有一定的研究成果：机器学习，深度学习，自然语言处理，分布式计算系统，大规模优化算法，HTM算法和Graphical  models等；2、优秀的编程能力，精通Python、Java、hadoop、Spark等；3、具有较强的沟通能力和资源整合能力；4、热衷于技术创新，适应在高强度的工作压力，善于运用资源拿到结果；
5、国内外名校的计算机，数学，统计学或相关专业，硕士以上学历，优秀的本科毕业生也可考虑。    
     

        
    "
"2479019" "北京" "电子商务" "唯品会（中国）有限公司" "2000人以上" "上市公司" "本科" "5-10年" "资深数据挖掘工程师" "20k-40k" "
        职位描述：
        
        工作职责：
1. 负责唯品会后台商品库标签系统的设计、开发与优化；
2. 负责系统性能瓶颈的分析与提升。
 
职位要求：
1. 计算机及计算机相关专业本科或本科以上学历；
2. 熟练掌握统计学、数学、人工智能和数据挖掘知识基础，至少掌握一种脚本语言；
3. 精通/熟悉算法设计/数据结构和网络编程/多线程编程技术，有系统分析和设计的项目经验；
4. 有很强的分析问题和解决问题的能力；
数据挖掘、机器学习或自然语言方向相关背景和工作经验优先。

        
    "
"499409" "北京" "移动互联网" "APUS Group" "50-150人" "成长型(B轮)" "本科" "3-5年" "数据挖掘与算法高级工程师" "25k-50k" "
        职位描述：
        
        职责描述： 
1.负责海量业务数据的数据分析和模型设计工作；
2.根据不同应用场景业务需求，应用统计建模、数据挖掘、机器学习方法建立数据模型；
3.负责对应用和导航栏提供合适的推荐算法模型；
4.负责根据不同的算法模型，上报业务需要的统计数据，协助各种算法的实施；
5.研究已有算法的瓶颈，提出合理的改进措施和解决方案。 
 
任职要求： 
1.计算机、应用数学、人工智能、模式识别、统计、自控等专业的硕士或者博士优先； 
2.3年以上相关工作经验；
3.对机器学习、数据挖掘算法及其在互联网上的应用有比较深入的理解；
4.熟悉掌握C/C++语言，以及至少1种脚本语言，如Python、Ruby等；
5.有大规模分布式计算平台的使用和并行算法开发经验； 
6.严密的数学思维、突出的分析和归纳能力、优秀的沟通表达能力；
有互联网广告，电商，搜索等方面推荐经验优先。
        
    "
"2755537" "北京" "数据服务,文化娱乐" "网易" "2000人以上" "上市公司" "硕士" "不限" "数据挖掘算法工程师" "20k-40k" "
        职位描述：
        
        工作职责：  1、理解网易贵金属业务、产品、运营的工作和需求，构建公司数据分析与数据挖掘体系，能够将复杂业务的各环节提取、抽象为合理有效的数学问题，规划、设计、实现基于数据挖掘的解决方案，独立进行数据特征工程和机器学习模型的选取和调优，对接产品、开发、数据人员实现模型的测试和落地；  2. 研究数据与实际业务的关联关系，针对具体业务需求场景，设计用户价值、用户行为预测、用户分类、用户画像、用户生命周期、用户流失、交易盈利、风险控制等模型并搭建职能投资顾问系统。      任职资格：  1. 计算机、统计、电子、数学、数理统计等相关专业，机器学习/数据挖掘/信息检索/自然语言处理/统计分析相关背景；  2. 具有很强利用数据挖掘技术解决实际业务问题的能力和成功案例，对数据挖掘各环节有深入理解；   3. 掌握分类、回归、聚类、预测、关联规则、序列模式等挖掘算法，了解数据挖掘前沿技术，对算法的优缺点及适用场景有自己的见解；  4. 熟练使用一种或多种数据挖掘工具，熟悉python/shell/scala等脚本语言，熟悉Hadoop/Spark/Storm/Hive等至少一种分布式计算技术。
        
    "
"2466147" "上海" "数据服务" "星环科技" "150-500人" "成长型(B轮)" "本科" "不限" "数据挖掘实习生" "2k-4k" "
        职位描述：
        
        数据挖掘算法开发工程师
工作职责:
分布式机器学习算法的开发和优化
在线和离线海量数据分析平台的设计和开发
大规模数据挖掘系统的设计和实现
职位要求：
计算机相关专业
熟悉常用的机器学习算法，了解不同模型的特性，具有灵活运用模型进行数据分析的能力
熟悉Spark，具有分布式数据挖掘项目经验
熟悉下列任意一种数据分析软件R/Matlab/Python
熟悉Linux平台、熟悉脚本（shell、python等）编程
具有良好的沟通能力，和良好的团队合作精神
优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
